Date,High,Low,Open,Close,Volume,Adj Close,daily_change,daily_change_pred,change_categorical
2015-11-20,45.0,42.715999603271484,44.698001861572266,44.00199890136719,22003500.0,44.00199890136719,-0.8070372048210372,-1.0272252979229957,Decrease
2015-11-23,43.83599853515625,42.93600082397461,43.470001220703125,43.54999923706055,12631000.0,43.54999923706055,-1.0272252979229957,0.2296263847767488,Increase
2015-11-24,44.20000076293945,43.0,43.07400131225586,43.650001525878906,12401500.0,43.650001525878906,0.2296263847767488,5.218785334014542,Increase
2015-11-25,46.16600036621094,44.07600021362305,44.268001556396484,45.928001403808594,19954000.0,45.928001403808594,5.218785334014542,0.8578583442347298,Increase
2015-11-27,46.45000076293945,45.402000427246094,46.21200180053711,46.321998596191406,9747000.0,46.321998596191406,0.8578583442347298,-0.5828773929151487,Decrease
2015-11-30,46.85599899291992,45.816001892089844,46.358001708984375,46.051998138427734,13299000.0,46.051998138427734,-0.5828773929151487,3.0096448426578215,Increase
2015-12-01,47.599998474121094,46.209999084472656,46.21200180053711,47.4379997253418,18670000.0,47.4379997253418,3.0096448426578215,-2.1923372012917497,Decrease
2015-12-02,47.720001220703125,46.24599838256836,47.400001525878906,46.39799880981445,14907500.0,46.39799880981445,-2.1923372012917497,0.3103603835810542,Increase
2015-12-03,47.4900016784668,46.0,47.09600067138672,46.54199981689453,14698000.0,46.54199981689453,0.3103603835810542,-1.001245337769796,Decrease
2015-12-04,46.65399932861328,45.53200149536133,46.492000579833984,46.07600021362305,12868000.0,46.07600021362305,-1.001245337769796,0.3255524029504464,Increase
2015-12-07,47.125999450683594,45.22999954223633,45.540000915527344,46.22600173950195,15721000.0,46.22600173950195,0.3255524029504464,-1.9080169953974546,Decrease
2015-12-08,45.7599983215332,44.84000015258789,45.50400161743164,45.34400177001953,13438000.0,45.34400177001953,-1.9080169953974546,-0.9703652616235736,Decrease
2015-12-09,45.5,44.14400100708008,45.34000015258789,44.90399932861328,15289000.0,44.90399932861328,-0.9703652616235736,1.1357610543733632,Increase
2015-12-10,45.698001861572266,44.72800064086914,44.94200134277344,45.41400146484375,10358500.0,45.41400146484375,1.1357610543733632,-4.425952506709785,Decrease
2015-12-11,45.150001525878906,43.327999114990234,45.04800033569336,43.40399932861328,16343500.0,43.40399932861328,-4.425952506709785,0.7188284017240809,Increase
2015-12-14,44.183998107910156,42.9739990234375,43.50199890136719,43.715999603271484,14135500.0,43.715999603271484,0.7188284017240809,1.1483184781839517,Increase
2015-12-15,44.444000244140625,43.599998474121094,44.36399841308594,44.21799850463867,11222000.0,44.21799850463867,1.1483184781839517,6.069930827660275,Increase
2015-12-16,46.97600173950195,44.145999908447266,44.41999816894531,46.902000427246094,25521500.0,46.902000427246094,6.069930827660275,-0.47758948743553686,Decrease
2015-12-17,47.551998138427734,45.96200180053711,46.78799819946289,46.678001403808594,16493000.0,46.678001403808594,-0.47758948743553686,-1.255414396996235,Decrease
2015-12-18,47.18000030517578,45.858001708984375,46.577999114990234,46.09199905395508,15071000.0,46.09199905395508,-1.255414396996235,0.9112253585506824,Increase
2015-12-21,47.16600036621094,46.215999603271484,46.3380012512207,46.512001037597656,9766000.0,46.512001037597656,0.9112253585506824,-1.1222896187779718,Decrease
2015-12-22,47.310001373291016,45.92599868774414,46.99800109863281,45.9900016784668,9807500.0,45.9900016784668,-1.1222896187779718,-0.10872591853203772,Decrease
2015-12-23,46.689998626708984,45.625999450683594,46.43600082397461,45.939998626708984,7775000.0,45.939998626708984,-0.10872591853203772,0.37875444401034297,Increase
2015-12-24,46.375999450683594,45.65599822998047,46.11199951171875,46.11399841308594,3540000.0,46.11399841308594,0.37875444401034297,-0.7026011812210409,Decrease
2015-12-28,46.395999908447266,45.108001708984375,46.29800033569336,45.790000915527344,9506500.0,45.790000915527344,-0.7026011812210409,3.5990364203194902,Increase
2015-12-29,47.54399871826172,45.90999984741211,46.012001037597656,47.4379997253418,12031500.0,47.4379997253418,3.5990364203194902,0.3794432864327124,Increase
2015-12-30,48.72600173950195,47.13399887084961,47.31999969482422,47.61800003051758,18489500.0,47.61800003051758,0.3794432864327124,0.806415369405511,Increase
2015-12-31,48.689998626708984,47.67399978637695,47.70199966430664,48.00199890136719,13575000.0,48.00199890136719,0.806415369405511,-6.916378006770174,Decrease
2016-01-04,46.2760009765625,43.79999923706055,46.14400100708008,44.68199920654297,34135500.0,44.68199920654297,-6.916378006770174,0.008955770786234218,Increase
2016-01-05,45.37799835205078,44.0,45.27199935913086,44.68600082397461,15934000.0,44.68600082397461,0.008955770786234218,-1.964826009395293,Decrease
2016-01-06,44.0099983215332,43.19599914550781,44.0,43.80799865722656,18895500.0,43.80799865722656,-1.964826009395293,-1.5476570715231341,Decrease
2016-01-07,43.6879997253418,42.73400115966797,42.8380012512207,43.130001068115234,17771500.0,43.130001068115234,-1.5476570715231341,-2.156272390782066,Decrease
2016-01-08,44.0880012512207,42.15399932861328,43.571998596191406,42.20000076293945,18140500.0,42.20000076293945,-2.156272390782066,-1.4928934993492016,Decrease
2016-01-11,42.88999938964844,40.599998474121094,42.801998138427734,41.56999969482422,20457000.0,41.56999969482422,-1.4928934993492016,1.0199658154670166,Increase
2016-01-12,42.74800109863281,41.0620002746582,42.31999969482422,41.99399948120117,15459500.0,41.99399948120117,1.0199658154670166,-4.600655404131815,Decrease
