date,change_categorical,daily_change_pred,daily_change,tweets_count,neg_sentiment,neu_sentiment,pos_sentiment,compound_sentiment
2018-12-31,Decrease,-6.81490304157929,-0.32049077477873666,1,0.0,0.711,0.289,0.6908
2019-01-03,Increase,5.769742449506634,-3.147168384902133,3,0.168,0.456,0.376,0.8065
2019-01-07,Increase,0.11643619156622707,5.436114865990581,3,0.04,0.809,0.151,0.6572
2019-01-09,Increase,1.902345419574436,0.9482653791679452,2,0.042,0.868,0.091,0.3818
2019-01-10,Increase,0.6638260736099301,1.902345419574436,1,0.0,0.559,0.441,0.7845
2019-01-16,Increase,0.36410765019605495,0.4703386611136118,3,0.096,0.879,0.025,-0.7645
2019-01-17,Decrease,-12.97111886037302,0.36410765019605495,2,0.0,0.762,0.238,0.8957
2019-01-18,Decrease,-1.1050077272671932,-12.97111886037302,1,0.0,0.141,0.859,0.7263
2019-01-22,Decrease,-3.7903098241917403,-1.1050077272671932,2,0.0,0.816,0.184,0.6369
2019-01-23,Increase,1.363045587149858,-3.7903098241917403,3,0.073,0.834,0.093,0.4633
2019-01-25,Decrease,-0.2221922424259115,1.8970238464060432,2,0.0,1.0,0.0,0.0
2019-01-28,Increase,0.3643963825374907,-0.2221922424259115,3,0.0,0.764,0.236,0.8715
2019-01-31,Increase,1.6904469179688464,-0.5667685974208414,5,0.0,0.64,0.36,0.9943
2019-02-01,Increase,0.2177985479200784,1.6904469179688464,2,0.045,0.674,0.281,0.8905
2019-02-06,Decrease,-3.0609692568254965,-1.285197513721814,2,0.062,0.864,0.074,0.1779
2019-02-07,Decrease,-0.556077948789202,-3.0609692568254965,1,0.0,1.0,0.0,0.0
2019-02-08,Increase,2.302159825960981,-0.556077948789202,1,0.0,1.0,0.0,0.0
2019-02-12,Decrease,-1.1673786064738678,-0.3292438293151068,1,0.0,0.0,1.0,0.2732
2019-02-13,Decrease,-1.4277789362036164,-1.1673786064738678,2,0.099,0.657,0.245,0.6124
2019-02-14,Increase,1.3529949868447133,-1.4277789362036164,6,0.048,0.759,0.193,0.9401
2019-02-20,Decrease,-3.7447161160996334,-1.0077171362710913,3,0.0,1.0,0.0,0.0
2019-02-26,Increase,5.667097537326372,-0.304587167911341,5,0.09,0.73,0.179,0.6808
2019-02-27,Increase,1.6330937401163983,5.667097537326372,1,0.0,1.0,0.0,0.0
2019-03-01,Decrease,-3.1988900251988195,-7.8435685568923565,4,0.0,0.761,0.239,0.891
2019-03-04,Decrease,-3.090832601545801,-3.1988900251988195,1,0.151,0.849,0.0,-0.586
2019-03-05,Decrease,-0.1084789904722272,-3.090832601545801,1,0.286,0.714,0.0,-0.34
2019-03-06,Increase,0.12670086416204376,-0.1084789904722272,1,0.0,0.0,1.0,0.296
2019-03-07,Increase,2.7296690044369853,0.12670086416204376,7,0.044,0.768,0.187,0.9809
2019-03-08,Increase,2.3861459386878665,2.7296690044369853,2,0.0,0.787,0.213,0.4019
2019-03-11,Decrease,-2.5986478620740106,2.3861459386878665,2,0.0,0.696,0.304,0.5859
2019-03-12,Increase,1.976282669386076,-2.5986478620740106,5,0.041,0.903,0.057,0.0644
2019-03-13,Increase,0.3460699812657841,1.976282669386076,1,0.0,1.0,0.0,0.0
2019-03-14,Decrease,-5.011039480655999,0.3460699812657841,4,0.069,0.847,0.085,-0.0516
2019-03-15,Decrease,-2.1566273770704303,-5.011039480655999,4,0.101,0.797,0.101,0.0
2019-03-21,Decrease,-3.463255592508707,0.15350809926020226,3,0.0,0.788,0.212,0.836
2019-03-22,Decrease,-1.5536964119232888,-3.463255592508707,5,0.138,0.655,0.206,0.5848
2019-03-26,Increase,2.636588725865208,2.8223662373069165,3,0.049,0.718,0.234,0.8937
2019-03-27,Increase,1.3790332671779426,2.636588725865208,1,0.0,0.354,0.646,0.807
